id,gender,salary,doj
1782,F,22727.93,2022-02-04
1664,F,18509.04,2022-06-11
1771,F,12883.88,2020-10-20
1779,M,12200.56,2021-08-26
1630,M,15661.99,2022-07-29
1201,F,16766.8,2023-03-21
1087,M,11573.1,2023-03-27
1797,F,13628.19,2023-01-11
1909,F,16364.2,2020-10-06
1408,M,17695.88,2021-11-07
1400,M,18963.57,2022-08-02
1477,M,18539.17,2021-06-18
1217,M,16371.97,2021-09-03
1851,F,14679.69,2021-05-05
1561,M,10347.22,2021-03-18
1969,F,10252.86,2021-09-03
1807,F,16463.53,2022-10-21
1266,F,22986.87,2020-12-05
1641,F,20896.19,2020-11-28
1527,F,17422.21,2023-06-30
1071,F,22367.17,2020-11-09
1874,M,16910.15,2023-06-12
1942,F,19890.49,2023-11-01
1771,F,21910.75,2023-10-25
1829,F,17435.59,2022-12-24
1164,M,11663.91,2020-06-12
1139,F,11175.91,2020-05-09
1458,F,16060.05,2022-11-28
1083,F,12251.42,2021-07-04
1453,F,18623.14,2021-07-01
1598,F,12728.5,2022-03-24
1356,F,12432.4,2020-10-26
1399,F,18733.25,2021-05-19
1685,F,21866.11,2021-12-26
1882,M,11495.47,2023-03-30
1140,F,17998.97,2021-12-13
1182,F,19734.78,2020-10-17
1316,M,12995.02,2020-03-10
1279,F,10695.31,2023-03-25
1142,F,11674.19,2022-06-29
1281,F,16234.73,2021-04-13
1304,F,18558.79,2023-05-28
1425,M,11968.94,2021-08-12
1008,M,21165.77,2021-07-16
1572,F,10128.45,2020-06-21
1439,F,18730.36,2022-11-25
1133,F,21944.73,2020-05-19
1348,M,21335.75,2023-10-22
1972,F,22007.58,2020-09-22
1244,M,14298.0,2021-12-28
1851,F,18450.32,2022-01-28
1573,F,14120.48,2021-12-17
1877,M,15898.1,2023-11-02
1272,F,19755.39,2020-10-02
1251,F,19884.57,2023-10-23
1368,F,17554.57,2023-06-03
1371,F,19778.39,2023-06-29
1393,M,22482.63,2023-02-16
1520,M,15584.49,2023-11-24
1742,F,22783.03,2022-08-27
1580,F,13152.17,2023-02-18
1405,F,13233.1,2020-08-11
1457,F,22446.83,2022-09-19
1750,F,19860.0,2021-08-31
1361,F,21521.92,2021-08-08
1851,F,17459.72,2023-09-12
1527,M,12264.77,2020-01-30
1599,M,18602.35,2023-08-15
1319,M,17088.84,2020-01-23
1504,M,11432.36,2022-02-03
1741,M,17359.2,2023-12-10
1101,M,16487.85,2020-04-26
1723,M,10172.34,2022-12-12
1347,F,14797.37,2023-04-19
1622,F,14552.91,2023-04-07
1877,M,12708.92,2023-04-22
1018,F,20834.48,2021-09-06
1298,M,21076.73,2022-12-30
1794,M,16251.59,2022-12-17
1132,F,16336.72,2021-03-28
1714,M,11725.3,2023-06-16
1238,F,17710.43,2023-11-10
1540,F,22990.86,2020-12-04
1293,M,12305.46,2021-03-13
1656,M,20441.95,2021-02-02
1386,M,14337.16,2023-04-15
1557,M,11410.21,2022-04-08
1346,M,19453.23,2020-05-04
1173,M,15933.98,2023-10-13
1799,F,13873.05,2023-09-23
1206,F,21515.8,2022-03-12
1652,M,22065.75,2021-03-04
1286,M,15534.24,2020-07-04
1967,M,17972.25,2022-07-12
1902,F,10542.79,2021-02-24
1359,F,15998.14,2020-12-03
1519,F,11188.7,2021-04-28
1608,F,10759.13,2022-07-01
1122,M,21759.06,2023-12-31
1894,M,21992.82,2021-02-09
1071,F,16543.25,2023-08-08
1603,F,15526.89,2020-10-29
1930,F,11109.96,2022-06-29
1024,F,13178.01,2021-10-28
1869,F,15460.6,2022-12-22
1750,F,13799.52,2021-11-08
1486,F,10258.11,2023-08-12
1110,F,12234.6,2023-07-03
1294,F,13860.66,2021-05-20
1053,F,11633.1,2022-10-19
1395,F,12522.97,2022-04-08
1593,F,15164.37,2023-10-12
1723,M,19905.86,2022-03-06
1955,F,19828.48,2023-10-24
1509,F,12342.56,2021-12-04
1593,M,19981.46,2023-10-17
1574,F,11411.84,2023-08-11
1914,F,13080.59,2020-01-29
1951,M,20367.03,2020-09-09
1152,M,13639.3,2023-01-05
1770,M,22347.37,2021-02-08
1129,M,21434.02,2023-09-07
1276,F,18146.46,2022-02-21
1822,M,10954.22,2022-05-18
1671,M,14552.5,2023-04-03
1108,M,17618.69,2023-01-02
1692,M,11999.8,2020-12-12
1075,M,12693.72,2020-10-27
1061,F,10473.87,2022-10-25
1514,F,22688.01,2023-06-29
1087,M,13189.14,2020-08-28
1388,M,19302.12,2023-03-29
1248,F,13540.74,2020-08-15
1383,F,20051.55,2021-06-14
1388,F,16542.16,2022-05-01
1316,M,19081.81,2021-01-24
1328,M,10621.61,2021-11-08
1305,M,21521.55,2022-07-06
1622,M,10657.96,2022-12-08
1501,F,20647.23,2023-09-06
1990,F,19165.42,2021-12-09
1591,F,18701.85,2021-07-28
1450,F,18638.68,2021-10-16
1283,M,21062.09,2023-09-09
1065,F,18720.56,2022-01-25
1182,F,11674.97,2020-01-31
1350,F,13464.36,2020-11-15
1333,F,21513.63,2021-04-03
1049,F,20157.45,2023-10-14
1880,F,21896.26,2020-10-28
1825,F,15299.39,2023-10-17
1922,M,10092.42,2022-12-10
1193,F,21132.49,2020-05-01
1733,F,17283.4,2023-07-02
1960,M,12145.43,2023-08-24
1591,F,10089.09,2022-11-19
1824,F,13468.19,2023-05-27
1597,M,16164.0,2021-06-10
1827,M,20028.87,2020-11-06
1860,M,14161.25,2020-01-19
1070,M,14615.79,2023-06-09
1768,F,13124.56,2020-05-07
1053,M,22311.33,2021-11-20
1688,F,15607.79,2021-09-13
1504,F,18883.13,2021-02-15
1748,M,19623.45,2022-12-21
1236,F,18728.66,2020-03-20
1297,F,20397.0,2023-08-03
1036,F,20472.03,2023-08-10
1558,M,11972.84,2023-04-21
1670,M,14444.8,2020-02-04
1184,F,22349.41,2021-09-03
1998,M,19464.56,2022-02-11
1592,M,21955.13,2020-10-31
1780,F,21941.93,2020-01-08
1955,M,14490.02,2022-09-23
1717,M,21140.44,2023-02-18
1797,M,19022.48,2020-12-08
1215,F,22191.88,2023-10-04
1435,F,18251.24,2023-10-29
1287,F,10660.0,2023-09-05
1377,F,18817.33,2023-09-07
1931,M,18003.16,2023-10-24
1054,F,17693.45,2020-09-01
1411,M,22097.71,2023-07-24
1712,F,21890.43,2023-09-11
1827,M,11785.23,2020-01-11
1361,F,20023.93,2021-12-09
1116,M,21629.2,2020-05-09
1344,F,21243.22,2023-01-08
1490,M,21066.49,2021-08-11
1938,M,15088.28,2020-02-24
1013,F,13790.63,2021-10-28
1271,M,18202.52,2021-08-16
1224,F,13344.61,2021-12-26
1568,M,18166.57,2022-03-15
1422,M,12323.23,2022-11-16
1485,F,20807.99,2022-03-29
1448,M,14060.52,2020-06-07
1428,M,12155.5,2020-06-03
1378,F,12030.09,2021-04-18
1944,M,16387.47,2021-03-17
1391,F,16980.49,2023-09-24
1702,M,13388.93,2022-05-02
1885,M,18989.57,2021-04-30
1436,F,12003.77,2021-04-29
1331,F,10626.72,2020-12-03
1955,M,13082.77,2021-03-25
1795,M,12122.45,2021-12-07
1548,F,22000.7,2020-05-22
1239,F,17932.67,2020-02-04
1638,M,16016.27,2020-05-15
1638,F,18372.42,2020-07-23
1899,F,21019.44,2022-03-07
1813,M,18973.54,2021-11-16
1699,M,16802.63,2021-04-22
1484,F,10578.21,2022-03-16
1317,F,19834.7,2021-09-14
1329,M,16771.51,2022-02-24
1965,M,16190.75,2022-06-03
1045,M,15764.58,2021-05-03
1709,M,17748.73,2020-08-28
1204,F,16964.59,2023-02-15
1334,M,13581.19,2022-08-29
1030,M,15781.37,2020-02-27
1200,F,13869.79,2021-07-20
1238,M,14080.94,2022-04-29
1399,F,15292.79,2021-12-15
1036,M,13115.76,2021-01-03
1208,F,14394.65,2021-10-22
1174,F,21310.02,2020-01-17
1319,F,19942.18,2022-08-02
1105,M,14406.61,2020-02-17
1770,F,15176.42,2022-09-09
1229,M,17555.39,2022-02-11
1244,M,21530.65,2021-06-10
1581,F,12220.84,2021-07-20
1173,F,12808.63,2023-08-29
1502,F,15300.36,2022-01-01
1961,M,19160.39,2023-01-19
1913,M,11383.41,2020-02-14
1626,F,19495.68,2022-09-02
1780,F,22386.62,2022-10-22
1171,M,13035.01,2022-11-22
1684,F,18879.66,2022-01-12
1769,F,19605.85,2021-06-19
1818,F,17243.26,2022-02-20
1892,M,12358.23,2022-06-24
1556,M,20283.57,2022-12-27
1060,F,22118.83,2022-10-11
1636,M,22304.45,2022-06-20
1743,M,12506.82,2022-05-31
1197,M,18383.57,2022-11-25
1661,M,17630.13,2022-01-07
1007,M,18148.85,2021-01-15
1052,M,14694.5,2022-03-17
1502,F,18301.54,2021-10-20
1821,M,16889.98,2020-08-26
1892,F,14826.82,2023-05-24
1229,F,15642.81,2020-03-18
1765,M,21252.23,2022-08-03
1048,M,19628.0,2021-09-24
1202,M,15177.93,2023-04-20
1027,F,21664.55,2020-08-13
1421,F,14061.85,2021-07-11
1873,F,22675.15,2023-11-06
1330,F,10028.07,2022-12-24
1381,F,15926.13,2020-07-06
1791,F,14188.85,2022-04-05
1365,M,17206.04,2021-03-13
1480,F,18752.42,2021-05-13
1975,F,11847.17,2022-11-30
1587,M,17711.57,2022-01-01
1744,M,13797.66,2020-04-30
1450,F,10073.82,2020-01-06
1386,F,19635.31,2020-03-05
1205,M,10511.74,2023-06-12
1634,F,20956.68,2022-01-15
1405,M,12321.02,2023-01-21
1918,F,21765.76,2021-06-03
1332,M,18603.18,2022-02-15
1639,M,18498.06,2021-04-12
1705,F,10345.38,2021-01-08
1897,M,22474.87,2020-05-14
1393,F,19246.88,2020-08-09
1385,F,13281.14,2021-09-13
1726,F,19329.88,2020-10-21
1228,M,13867.98,2020-03-26
1593,M,12479.96,2023-04-19
1210,F,16430.17,2023-11-20
1072,M,19562.33,2021-08-28
1988,F,12019.37,2021-01-22
1450,M,17631.55,2020-02-01
1393,F,14278.17,2021-08-06
1419,F,17670.13,2021-09-20
1797,F,11425.25,2023-10-02
1950,F,18673.96,2023-11-06
1815,F,20444.34,2020-07-02
1844,M,12018.34,2021-10-01
1108,F,15314.18,2020-03-31
1714,F,11642.01,2023-06-08
1284,M,11027.38,2021-04-30
1186,F,21954.72,2021-01-20
1907,F,20999.66,2023-10-17
1166,M,10021.38,2022-06-02
1298,M,21599.24,2020-05-22
1311,M,12791.14,2021-09-10
1016,F,15942.96,2022-06-28
1201,F,22365.77,2023-12-08
1000,M,12916.98,2021-06-10
1014,M,13336.48,2020-02-19
1610,M,11257.77,2023-06-25
1523,F,20472.42,2020-02-02
1653,F,10719.52,2022-03-10
1478,M,13143.39,2023-04-26
1630,F,15020.2,2022-07-05
1977,M,19516.99,2023-02-08
1810,F,19354.9,2021-11-16
1796,M,13081.98,2021-01-05
1338,F,10794.21,2023-01-31
1575,F,16413.69,2022-09-25
1081,F,16598.69,2022-07-16
1484,M,13906.54,2022-08-22
1477,F,21468.69,2021-06-30
1095,F,21272.03,2023-06-12
1779,M,22608.84,2021-10-13
1251,M,11474.45,2021-02-11
1735,M,16118.79,2021-08-29
1996,F,13583.19,2020-11-29
1971,M,21388.91,2021-08-31
1221,M,17591.76,2020-01-25
1193,M,21283.55,2023-12-29
1132,M,20628.9,2022-04-19
1993,M,10995.42,2022-08-29
1551,F,19351.84,2022-11-12
1171,M,11021.47,2020-02-21
1671,M,17416.26,2023-06-01
1563,M,11615.05,2021-07-05
1799,F,17882.33,2022-01-12
1361,M,11102.15,2020-09-07
1042,M,10897.34,2023-09-19
1267,M,12318.47,2020-04-08
1818,F,10754.1,2021-10-10
1762,M,18370.07,2023-12-30
1894,F,14268.18,2022-06-23
1525,M,17062.66,2020-02-08
1043,F,19678.49,2023-04-22
1286,F,11353.98,2022-01-30
1491,F,17486.63,2021-05-09
1706,F,18079.66,2023-02-27
1531,M,20143.53,2021-03-31
1989,M,21693.76,2021-06-10
1558,M,18223.16,2021-03-15
1472,M,16832.94,2023-11-24
1605,F,18170.23,2020-11-21
1277,M,21866.13,2021-12-02
1323,F,18566.3,2021-08-02
1970,M,20322.58,2021-12-29
1205,F,18967.59,2022-07-07
1173,M,11358.8,2020-08-27
1464,F,17811.1,2023-08-03
1212,F,18682.8,2023-03-30
1205,M,15199.8,2020-01-18
1906,M,12961.11,2021-01-09
1173,M,22858.03,2021-11-02
1865,M,18967.41,2021-02-22
1749,M,19668.99,2021-01-13
1296,F,15178.58,2022-04-23
1173,M,16862.28,2021-06-01
1539,F,20479.57,2022-06-20
1927,F,14237.98,2022-09-05
1617,M,16777.57,2022-06-10
1822,M,11112.89,2022-09-10
1161,F,11838.34,2021-11-18
1550,F,11578.51,2022-03-03
1906,F,13005.51,2022-04-16
1096,M,15224.73,2020-08-02
1882,F,12592.8,2023-05-01
1339,M,14215.39,2021-03-14
1634,F,15382.61,2023-02-27
1186,M,14831.86,2023-11-12
1479,F,17781.53,2022-10-26
1616,M,15872.26,2020-10-08
1182,F,18358.02,2021-01-30
1852,M,10586.87,2023-10-03
1035,M,20535.85,2020-08-17
1360,F,16307.76,2023-10-02
1645,F,20681.27,2022-03-30
1706,M,10531.93,2022-11-08
1363,M,16754.51,2022-08-28
1499,M,14505.01,2020-07-05
1898,M,13661.1,2022-01-16
1567,M,19973.99,2022-12-30
1540,M,10160.89,2020-08-26
1018,F,17166.09,2020-09-03
1544,M,14866.06,2023-09-04
1461,F,17057.42,2023-02-18
1802,F,11129.61,2020-02-22
1251,M,13707.47,2023-10-10
1169,F,15213.42,2022-11-09
1477,M,16544.73,2020-01-02
1602,M,20926.42,2023-10-17
1073,F,15962.94,2023-04-30
1585,F,10470.02,2022-04-02
1598,M,17653.17,2020-06-12
1473,F,20557.75,2021-06-09
1766,M,15726.86,2023-05-06
1762,F,16768.47,2023-04-06
1455,M,21284.8,2020-07-21
1313,M,13782.37,2022-09-09
1163,F,13450.63,2020-12-25
1017,M,15846.1,2020-04-14
1369,M,17280.68,2020-03-24
1561,F,12108.52,2020-09-06
1272,F,11058.7,2023-11-03
1047,F,10604.54,2021-07-14
1949,M,21456.61,2023-02-07
1859,F,11682.43,2022-09-15
1910,M,14230.15,2021-08-17
1388,M,11758.52,2022-02-06
1830,M,11907.88,2020-10-09
1940,F,13217.39,2020-01-11
1674,F,19153.07,2021-08-08
1077,F,18465.36,2022-11-26
1642,M,17442.03,2020-09-12
1536,M,10684.7,2021-05-23
1843,F,10944.04,2021-10-07
1619,F,12213.03,2023-09-05
1928,F,11703.65,2021-10-21
1590,F,17066.6,2022-09-08
1515,F,14875.85,2023-04-21
1530,M,19861.93,2022-02-16
1455,M,13286.65,2020-04-17
1229,M,15419.54,2022-09-25
1978,M,14122.7,2020-10-24
1801,F,21408.77,2022-08-12
1622,M,10962.38,2020-09-25
1597,F,10798.12,2020-05-15
1798,F,22324.5,2023-11-06
1155,M,12139.49,2022-12-22
1138,M,11786.65,2021-07-08
1769,F,18635.94,2021-06-06
1184,M,11087.73,2021-08-18
1455,M,13677.71,2021-08-27
1155,F,11912.42,2021-09-14
1451,M,17399.53,2021-06-07
1666,F,22818.48,2021-12-28
1922,M,19151.83,2020-12-28
1318,M,13684.64,2022-10-20
1291,F,10486.08,2022-03-06
1522,M,21595.71,2021-10-11
1755,F,10266.1,2021-03-26
1811,F,13301.88,2021-10-09
1371,F,18719.94,2021-09-03
1129,F,21387.27,2023-02-19
1344,F,17098.25,2021-02-03
1953,F,10093.55,2020-01-07
1321,M,14029.15,2021-07-26
1799,F,11192.24,2022-08-16
1875,F,11868.9,2021-09-23
1683,M,17731.57,2020-01-27
1607,F,21673.7,2022-04-16
1539,F,16582.08,2020-11-30
1591,M,13921.23,2020-06-05
1512,M,10980.53,2022-05-01
1812,M,17496.37,2021-07-03
1631,M,12407.25,2023-03-10
1525,M,15005.48,2021-12-28
1602,F,21126.98,2021-04-30
1562,F,12530.14,2023-09-25
1307,F,14083.46,2021-07-23
1391,M,16013.2,2021-11-24
1313,F,18664.8,2023-07-05
1912,M,11209.98,2020-08-03
1616,M,19610.77,2020-01-15
1546,M,10701.25,2021-03-03
1740,M,10706.27,2020-07-20
1928,F,15805.71,2023-06-30
1879,F,17396.11,2021-11-22
1260,M,18318.53,2021-03-14
1495,F,15391.39,2022-07-01
1935,F,15595.18,2023-12-30
1406,M,14953.97,2020-08-28
1714,M,20470.44,2021-12-27
1716,F,12395.66,2020-04-11
1222,M,13416.33,2022-10-17
1602,M,10772.83,2022-06-02
1774,M,13202.88,2023-08-06
1378,F,16109.24,2023-10-12
1842,F,12730.4,2023-09-24
1855,M,19764.94,2020-01-07
1717,F,10837.87,2023-05-05
1498,F,15071.3,2022-04-21
1982,M,18356.67,2023-12-31
1089,F,14609.84,2020-12-20
1108,M,14866.59,2021-02-17
1953,F,18343.67,2022-12-23
1229,M,13749.05,2023-02-26
1930,M,16169.18,2023-05-05
1605,M,14184.53,2020-06-11
1621,F,16418.79,2021-08-13
1104,M,15700.27,2021-03-11
1661,M,21310.9,2021-02-25
1932,M,16729.72,2021-04-15
1130,M,17322.5,2022-11-12
1591,M,17527.01,2023-09-22
1042,M,13256.88,2022-07-01
1116,F,17791.33,2023-02-09
1777,F,19344.29,2021-10-14
1198,M,10436.46,2022-05-28
1308,M,17586.98,2020-03-05
1510,F,16507.38,2020-05-19
1446,F,13338.45,2023-07-02
1721,F,13770.88,2023-01-30
1602,F,21308.8,2023-05-26
1565,M,18343.64,2022-12-05
1176,F,19060.31,2023-01-16
1251,M,12415.61,2023-01-20
1862,M,22423.1,2020-11-06
1529,F,16547.97,2020-09-19
1824,M,18874.37,2023-03-26
1930,F,17181.24,2021-10-09
1513,M,17172.04,2023-10-06
1274,M,19851.44,2021-09-15
1941,F,13312.03,2020-02-05
1120,F,19757.74,2023-09-16
1557,M,12184.71,2021-11-03
1945,F,19949.48,2022-05-09
1009,M,11078.34,2022-09-02
1447,M,19633.85,2021-04-05
1897,M,20585.55,2020-03-03
1215,M,20576.22,2021-02-19
1228,M,21405.08,2022-08-01
1100,M,11925.88,2020-04-04
1906,M,21419.49,2020-01-25
1398,M,13936.36,2021-12-13
1514,F,18861.2,2023-11-11
1935,M,18803.81,2022-04-02
1606,F,13654.07,2020-01-30
1988,M,15132.04,2021-03-06
1073,F,18459.97,2023-09-11
1447,M,13202.19,2021-12-19
1962,F,17351.27,2022-11-16
1023,M,13138.16,2020-06-28
1837,F,14452.1,2023-02-02
1123,F,21440.84,2020-02-27
1586,F,19908.21,2022-09-27
1619,M,21172.7,2020-11-16
1264,M,12593.99,2020-07-24
1383,F,12664.46,2021-10-16
1147,M,18651.25,2020-02-22
1862,F,11731.72,2022-06-22
1585,F,14668.6,2022-04-21
1519,M,21683.22,2022-02-21
1265,M,21960.62,2020-10-25
1737,M,14094.68,2023-12-26
1375,F,20769.4,2021-03-18
1415,F,16502.28,2020-03-21
1621,M,12035.59,2021-10-04
1744,F,21833.86,2021-05-02
1407,M,20357.81,2020-03-31
1029,F,20444.98,2020-12-21
1592,F,18948.29,2022-12-27
1610,F,18101.63,2023-10-18
1276,M,21631.86,2020-11-21
1906,M,19994.99,2020-06-08
1154,F,18666.22,2022-11-17
1561,F,11309.74,2023-02-14
1303,F,12746.24,2020-12-02
1975,M,11516.73,2022-06-07
1973,F,20792.83,2020-01-24
1816,F,16134.71,2021-11-24
1633,F,11756.67,2021-10-06
1568,F,20314.57,2020-07-19
1231,M,13182.93,2022-02-25
1836,F,12749.53,2023-11-20
1146,F,21966.45,2023-06-25
1393,F,14202.98,2021-01-03
1239,M,21776.98,2020-08-05
1086,F,17060.72,2023-07-07
1335,M,13058.38,2020-11-24
1899,M,17958.96,2022-10-11
1132,M,21035.88,2021-04-11
1999,M,17829.92,2023-03-20
1138,F,13239.71,2023-08-05
1561,F,12670.04,2020-11-29
1834,F,20532.42,2021-07-11
1173,F,19409.78,2023-07-10
1041,F,15654.8,2022-05-23
1923,F,17578.96,2023-12-18
1234,F,16416.82,2022-01-11
1519,F,13884.54,2022-10-18
1438,F,19762.35,2023-10-10
1058,F,20474.48,2020-09-05
1718,F,10652.28,2022-09-20
1293,M,16745.65,2022-03-21
1958,M,15879.8,2021-08-04
1049,M,17009.53,2022-01-04
1504,F,11020.65,2023-02-04
1625,M,22932.35,2020-04-28
1887,M,19056.97,2021-09-07
1217,M,14886.83,2023-11-30
1345,M,14324.5,2023-07-05
1720,F,10090.85,2022-03-25
1594,M,12585.5,2023-02-02
1542,F,17724.07,2022-06-17
1671,M,10148.95,2020-05-28
1404,F,10868.57,2021-09-10
1258,M,11534.75,2021-12-22
1766,F,16979.62,2023-09-19
1062,F,12769.59,2023-10-16
1805,F,16446.74,2020-01-29
1671,F,22965.47,2021-03-01
1239,F,11331.86,2023-11-30
1281,F,21713.08,2023-09-17
1574,M,11766.25,2023-11-27
1864,M,16304.25,2020-10-04
1393,M,21057.93,2022-04-27
1019,F,20648.34,2023-07-10
1449,M,21176.82,2020-02-17
1851,M,13779.07,2020-12-18
1292,M,21978.7,2022-12-11
1380,M,16773.22,2023-03-08
1435,F,13866.45,2021-09-22
1443,F,19302.2,2023-07-02
1770,M,16941.87,2020-07-03
1616,F,16488.98,2023-03-07
1620,M,11531.34,2023-05-09
1290,F,14076.08,2023-02-15
1140,F,10753.06,2021-05-28
1450,F,22286.96,2020-12-18
1181,F,19123.71,2020-02-07
1935,F,14366.59,2021-11-09
1476,M,16617.79,2022-01-23
1149,F,14508.42,2022-01-29
1662,F,21059.99,2022-09-22
1154,F,13027.76,2021-05-05
1789,M,12203.16,2021-05-08
1227,M,22255.96,2023-03-01
1718,F,20790.63,2021-12-06
1198,M,22506.53,2022-05-02
1050,F,14843.9,2022-04-11
1954,F,22559.99,2021-11-26
1259,M,11199.73,2020-11-21
