id,gender,salary,doj
1224,M,20133.23,2020-04-20
1376,M,11472.95,2021-10-23
1537,F,18437.39,2023-10-11
1084,F,22008.88,2020-12-16
1513,M,20317.12,2022-10-22
1089,F,20097.8,2020-05-01
1895,F,20751.38,2023-12-20
1798,M,16929.01,2020-09-02
1814,M,11707.4,2022-02-08
1679,F,14025.7,2021-11-22
1624,F,15153.08,2023-05-07
1665,F,10604.76,2020-11-09
1626,F,11382.64,2022-03-27
1107,M,21675.91,2021-04-04
1902,M,21400.45,2023-01-19
1375,M,13931.16,2020-01-08
1236,F,12723.24,2023-06-22
1995,F,21090.27,2021-05-31
1384,F,13882.11,2023-04-20
1891,M,17249.77,2020-04-06
1077,F,21730.21,2020-11-23
1690,F,21027.53,2020-08-07
1531,M,11193.4,2021-11-26
1727,F,16652.91,2020-03-18
1927,M,22365.99,2020-07-18
1699,M,21705.46,2021-08-03
1004,F,20580.07,2021-02-07
1932,F,22382.32,2021-11-11
1501,M,22213.07,2020-09-10
1924,M,15099.29,2023-10-03
1000,F,12686.89,2023-07-04
1883,M,18042.64,2023-01-24
1462,F,12446.46,2021-11-24
1450,M,10259.33,2021-08-01
1780,M,12154.34,2020-04-23
1652,M,18783.68,2023-04-27
1071,M,15888.71,2023-11-11
1036,M,18551.58,2023-05-01
1250,F,12601.63,2021-05-27
1971,M,20220.2,2023-02-21
1809,M,10999.67,2022-01-23
1018,M,22533.05,2023-06-17
1941,M,18569.43,2022-03-28
1063,F,18888.31,2023-02-16
1915,M,22953.21,2023-12-03
1603,M,15530.37,2020-09-08
1873,M,20789.15,2023-06-14
1659,M,10539.34,2021-06-01
1230,M,18054.67,2021-07-31
1235,M,20615.35,2023-09-08
1383,M,12657.96,2021-09-24
1273,F,11964.04,2021-08-05
1309,M,20758.0,2023-05-28
1301,M,13140.47,2022-09-04
1734,F,10303.73,2022-07-29
1579,F,10311.13,2023-12-10
1883,F,14577.27,2023-08-21
1497,M,14183.34,2023-01-26
1835,F,11539.6,2021-02-28
1487,F,18112.67,2023-11-09
1056,M,14519.87,2023-02-16
1436,M,13996.67,2023-12-11
1719,F,18595.86,2021-09-30
1848,M,18880.35,2021-11-17
1313,M,18228.73,2022-10-20
1916,F,16684.65,2021-08-06
1135,F,19092.09,2023-07-08
1112,M,19248.7,2021-11-15
1005,F,22002.54,2021-12-07
1622,M,15858.56,2022-03-16
1117,F,21415.56,2023-12-11
1515,F,13733.74,2023-07-14
1397,M,14556.84,2021-08-04
1800,F,19854.45,2022-12-28
1718,M,14651.61,2023-04-27
1342,M,12875.73,2021-12-05
1304,M,11037.5,2020-08-15
1537,M,19946.27,2021-12-04
1781,F,20812.57,2023-08-29
1555,F,12427.97,2022-03-14
1255,M,15464.1,2023-04-14
1495,M,10601.01,2022-10-19
1008,F,15659.72,2022-07-05
1633,M,19013.24,2020-10-01
1507,M,16740.71,2022-06-23
1727,F,14004.3,2023-07-25
1877,M,20965.45,2021-02-26
1267,F,15391.16,2023-09-22
1867,F,19185.09,2021-04-11
1214,M,10322.99,2022-06-25
1452,M,21306.81,2023-08-29
1255,F,10262.53,2021-07-26
1233,M,11439.1,2021-12-31
1836,M,18935.03,2023-12-22
2000,M,13522.42,2022-07-14
1028,F,15423.93,2022-07-19
1768,F,11131.95,2023-06-15
1358,F,13986.36,2021-06-15
1841,M,13687.74,2023-01-04
1194,F,15964.18,2023-05-28
1324,F,20725.4,2022-01-13
1533,F,17901.67,2023-10-21
1317,M,14959.68,2023-01-13
1840,M,16679.13,2022-05-20
1902,F,12076.74,2022-10-07
1988,M,22378.57,2023-12-20
1499,M,19155.35,2023-12-26
1249,M,10434.09,2021-09-17
1266,F,13677.38,2023-10-11
1547,M,17708.5,2020-07-09
1888,M,22699.95,2022-07-15
1605,F,19230.52,2020-12-15
1297,F,11311.38,2021-09-02
1514,F,17010.43,2020-04-11
1859,M,21569.1,2021-03-29
1498,F,16978.44,2021-06-04
1967,F,14789.69,2023-06-14
1389,M,12141.14,2020-08-24
1182,F,21669.75,2020-02-09
1525,M,11239.47,2022-02-06
1330,F,20594.62,2022-01-03
1290,F,14970.15,2021-08-08
1732,M,18817.3,2021-11-22
1198,F,22840.6,2023-06-02
1567,F,16083.15,2022-07-19
1094,M,20262.64,2020-06-17
1359,M,12566.52,2020-03-30
1332,M,11919.96,2020-12-14
1589,M,17575.77,2020-02-06
1499,M,22287.4,2020-10-15
1661,F,13586.93,2021-03-28
1568,M,14017.62,2020-11-13
1041,F,15555.91,2023-07-25
1768,M,14189.3,2022-03-02
1659,M,20651.04,2022-12-10
1738,M,13718.22,2021-08-18
1669,M,17236.65,2023-08-09
1176,M,19214.53,2023-03-31
1244,M,14090.18,2022-11-13
1926,F,18168.36,2023-12-05
1175,M,14968.12,2020-06-02
1024,M,13163.81,2023-05-16
1867,M,22206.1,2022-04-26
1624,F,21176.62,2021-01-29
1824,F,19195.28,2022-07-25
1296,F,10744.03,2022-07-20
1411,F,16552.65,2023-07-30
1028,M,22048.25,2020-02-09
1830,F,15734.27,2021-09-03
1691,M,11314.35,2020-01-08
1373,F,13301.86,2021-07-16
1557,M,22772.89,2022-06-08
1700,F,12222.17,2020-11-17
1169,F,21395.5,2021-08-14
1129,F,11119.73,2022-02-11
1574,M,10266.5,2021-11-08
1157,F,13670.36,2022-12-10
1492,F,21261.43,2021-05-31
1179,M,12548.38,2023-09-14
1210,M,15736.53,2021-03-18
1558,M,11307.96,2021-02-02
1169,F,14239.5,2020-06-05
1821,M,12595.21,2023-10-07
1685,F,12099.79,2020-07-18
1543,F,17251.62,2021-02-28
1246,F,21514.86,2023-10-07
1996,F,12956.33,2021-10-22
1266,M,13529.18,2023-04-04
1031,F,18280.93,2021-08-30
1213,F,15498.74,2023-03-10
1110,M,16196.7,2020-11-14
1388,F,21775.73,2020-07-09
1082,F,21925.8,2022-06-25
1790,F,11493.91,2021-11-05
1613,F,15526.13,2022-04-27
1863,F,22771.41,2022-08-07
1106,M,16907.32,2022-10-04
1876,M,20332.15,2021-08-16
1097,M,20578.0,2020-03-09
1044,M,10122.34,2021-07-08
1707,F,19652.71,2023-01-18
1278,F,12322.15,2023-11-30
1358,M,19070.31,2022-10-07
1483,F,12180.63,2023-07-15
1784,F,20012.72,2020-01-17
1708,F,19737.71,2020-09-16
1202,M,17420.43,2020-10-16
1528,F,21177.05,2020-01-24
1484,M,20541.69,2022-06-25
1666,F,17502.81,2023-02-20
1301,M,11777.63,2022-04-24
1927,F,18239.58,2020-10-28
1118,F,14716.47,2021-05-15
1647,M,14803.77,2020-06-01
1107,M,13156.52,2023-11-26
1068,M,14728.49,2021-04-04
1271,M,10233.84,2023-08-14
1850,F,10720.55,2020-08-01
1517,M,17108.66,2023-01-18
1503,M,15367.02,2022-05-22
1847,M,14486.6,2020-06-11
1975,M,19358.8,2021-09-23
1309,F,17787.6,2023-02-08
1543,F,10514.08,2022-04-11
1083,F,17736.65,2021-03-20
1108,M,21756.96,2021-05-28
1983,F,12935.02,2021-12-16
1770,M,20527.03,2020-08-20
1953,M,18443.65,2020-07-14
1038,M,21933.41,2021-09-14
1408,F,18427.62,2020-07-01
1729,M,19721.82,2021-11-03
1071,F,22535.12,2022-07-04
1417,F,15845.95,2022-10-11
1026,F,17429.38,2023-03-28
1617,F,22414.3,2023-04-11
1554,M,21349.66,2021-02-09
1618,F,20681.67,2022-04-10
1119,M,12862.25,2022-12-19
1088,M,11100.82,2022-10-24
1542,F,17799.36,2020-08-10
1394,M,20873.46,2021-02-06
1358,M,16223.07,2021-08-14
1663,F,15650.87,2022-05-13
1448,F,13408.57,2020-08-12
1527,M,20619.75,2021-12-05
1083,M,14744.56,2020-10-14
1607,F,20506.12,2020-01-07
1070,M,19485.91,2022-06-30
1070,M,17738.35,2021-10-14
1086,M,22830.67,2020-07-26
1006,F,11018.12,2022-10-24
1931,M,18652.06,2023-01-29
1243,F,17289.02,2021-12-05
1688,M,12408.37,2021-06-12
1501,F,21912.17,2021-03-06
1428,F,14091.25,2023-05-26
1867,F,22815.0,2020-10-23
1826,F,20069.61,2021-12-21
1125,M,16579.29,2021-08-15
1680,M,21285.36,2020-08-11
1985,M,18881.96,2022-12-17
1870,F,16733.43,2022-05-25
1421,M,15166.84,2023-02-26
1261,M,14975.47,2022-07-03
1133,F,21188.1,2020-02-02
1741,F,11362.34,2022-12-15
1673,F,10888.38,2020-04-13
1559,F,19344.96,2020-09-10
1250,F,19386.22,2023-01-08
1675,F,12741.68,2022-12-22
1322,M,11419.45,2020-06-16
1333,F,18855.57,2021-12-25
1187,M,14751.24,2021-03-09
1051,F,19331.47,2021-07-06
1168,F,15105.71,2021-01-06
1223,M,14442.06,2021-06-29
1496,F,17526.44,2023-02-21
1975,M,16319.73,2023-12-19
1587,M,12373.79,2023-12-06
1088,F,15802.96,2020-12-23
1759,M,19966.62,2023-08-14
1468,F,14054.85,2021-08-08
1723,M,19286.25,2021-05-24
1472,M,15006.01,2020-09-09
1931,F,17430.01,2022-08-24
1968,M,16810.32,2023-01-29
1705,M,12675.2,2023-07-08
1586,F,18971.58,2021-07-08
1693,F,15696.21,2021-07-06
1941,F,15586.85,2020-06-08
1631,F,20091.07,2020-07-09
1388,F,12408.45,2021-12-19
1303,F,22393.52,2021-04-15
1126,F,17145.15,2022-07-11
1458,F,11079.71,2021-05-19
1836,M,16687.14,2023-07-31
1371,M,11808.43,2020-04-09
1078,F,12247.16,2021-01-06
1861,M,17336.37,2022-01-08
1577,M,22966.44,2020-01-19
1049,F,12038.76,2022-11-16
1680,F,22660.54,2022-09-02
1186,F,13524.22,2022-04-18
1788,M,14836.05,2023-06-05
1687,M,12577.52,2022-01-23
1187,M,20340.91,2021-12-05
1335,F,21478.94,2023-06-05
1116,M,22548.22,2023-01-19
1985,F,10433.22,2020-03-23
1803,M,14834.2,2023-11-10
1623,M,11142.1,2021-04-05
1478,F,20745.43,2021-09-27
1264,M,10323.7,2023-02-26
1913,M,20557.3,2021-08-23
1014,M,10717.06,2021-10-23
1142,F,22471.91,2022-12-06
1135,F,16167.28,2020-05-12
1889,M,16580.92,2022-03-23
1083,M,20433.6,2023-01-19
1550,F,13244.41,2022-06-26
1982,M,19861.8,2023-06-16
1885,M,15076.5,2023-12-30
1693,F,18007.05,2022-09-06
1560,F,13185.04,2023-03-02
1784,F,20101.12,2022-04-05
1993,F,18919.57,2023-10-04
1262,F,10008.1,2021-08-31
1152,M,17495.4,2021-09-24
1184,M,19011.68,2020-09-15
1656,M,14627.77,2020-06-03
1069,M,13573.18,2021-09-14
1348,F,22288.23,2020-09-10
1100,F,20463.38,2022-12-14
1355,F,14385.81,2021-02-19
1839,M,16891.72,2020-07-18
1536,M,18235.37,2021-07-28
1803,F,22209.61,2020-03-18
1547,M,11108.66,2020-08-11
1133,F,11299.95,2023-10-09
1085,M,19411.26,2021-06-04
1225,F,13817.71,2020-06-26
1010,F,16588.86,2020-05-08
1908,F,14538.57,2020-03-13
1823,F,15302.83,2022-11-20
1376,M,11163.08,2023-03-02
1162,F,18738.77,2022-02-20
1007,M,21491.74,2023-02-15
1304,F,18287.0,2020-11-12
1632,M,13998.13,2022-10-24
1685,F,19716.86,2020-06-18
1114,M,17254.37,2020-05-13
1260,M,17100.43,2022-02-09
1603,F,14059.74,2023-07-31
1025,M,17417.46,2023-08-21
1322,F,18647.85,2020-11-04
1912,M,14863.75,2022-02-08
1082,F,13928.66,2023-10-14
1944,F,20405.89,2020-04-08
1145,F,12895.96,2021-06-16
1063,F,17086.11,2023-06-14
1846,M,17491.57,2020-08-28
1940,F,14372.66,2022-04-12
1285,M,15317.15,2021-10-18
1222,M,22333.15,2022-12-13
1880,M,11600.94,2023-12-15
1320,F,20586.44,2022-12-02
1638,F,22627.99,2020-01-04
1204,F,15012.04,2020-09-12
1892,F,22876.23,2021-12-16
1385,M,11574.68,2022-01-25
1307,F,17121.86,2023-01-25
1581,F,15821.85,2021-03-07
1288,M,14704.33,2023-06-09
1443,M,19843.67,2023-09-18
1208,M,14895.32,2023-05-04
1238,F,12354.66,2022-05-23
1496,M,11139.3,2023-10-16
1953,M,16497.71,2023-06-05
1860,M,21492.94,2022-05-18
1443,F,20033.15,2023-09-08
1144,M,12164.89,2022-05-24
1858,F,10472.34,2021-12-01
1857,F,14276.97,2021-06-01
1880,M,19503.02,2022-11-15
1107,M,17880.47,2022-08-18
1846,F,17407.92,2021-07-29
1072,M,11161.0,2023-01-10
1255,M,15778.45,2020-05-02
1164,F,12086.67,2022-06-17
1736,F,21382.78,2020-08-18
1980,M,19005.66,2023-09-17
1321,M,13689.94,2021-06-04
1023,M,10418.05,2023-01-11
1080,F,19919.24,2021-10-13
1823,F,22240.58,2022-06-03
1840,F,19669.34,2020-10-07
1837,M,15583.36,2020-01-22
1819,M,15903.45,2022-12-11
1966,F,12438.2,2020-07-07
1474,M,12012.91,2020-02-23
1576,M,22637.56,2020-07-20
1102,F,19601.25,2020-11-02
1797,M,22478.88,2022-11-04
1576,F,16163.53,2022-10-15
1556,F,14816.76,2021-08-14
1310,F,22644.71,2020-07-18
1109,F,18695.5,2021-02-13
1168,F,18271.16,2021-06-03
1242,M,21343.03,2021-10-10
1772,M,11910.12,2022-01-07
1695,F,12233.03,2021-07-15
1517,F,20272.82,2022-11-29
1904,M,10624.86,2021-08-27
1407,F,19036.37,2023-01-31
1160,F,21994.53,2022-09-30
1579,M,22942.2,2022-11-04
1240,M,10810.92,2020-06-04
1004,F,16175.28,2020-06-25
1315,M,22686.68,2022-03-11
1365,M,14490.93,2022-03-02
1338,M,18385.67,2020-08-29
1255,M,11136.11,2020-12-24
1982,M,22690.62,2021-12-21
1766,F,12270.35,2022-05-06
1329,F,10419.79,2021-08-01
1426,F,16680.93,2023-06-28
1716,M,19864.09,2021-04-11
1214,M,22508.34,2021-03-15
1975,F,17651.46,2023-06-24
1125,M,16793.22,2022-04-07
1295,F,22429.44,2022-10-08
1367,F,12779.82,2022-01-28
1592,F,22215.11,2022-11-08
1078,M,20068.14,2023-04-10
1254,F,19661.9,2021-09-20
1066,M,18741.52,2022-07-28
1955,M,18909.59,2021-05-01
1786,F,10082.66,2021-06-03
1391,M,14797.82,2021-09-22
1147,F,13797.97,2023-09-15
1634,M,20804.08,2022-07-04
1591,M,17798.23,2023-04-22
1473,F,15314.47,2022-03-05
1445,M,21340.23,2020-08-23
1340,M,19364.22,2020-10-25
1315,M,21134.31,2022-02-14
1676,F,20853.43,2023-09-23
1272,F,21817.41,2023-12-05
1324,M,18488.22,2021-07-06
1792,F,19394.37,2023-02-16
1436,M,14787.93,2021-03-03
1594,F,11663.99,2023-03-13
1861,F,14804.25,2021-04-24
1193,M,22547.56,2023-06-29
1495,F,16169.74,2020-01-25
1352,M,16493.78,2023-06-27
1658,M,15654.89,2022-06-25
1702,M,12491.93,2021-11-12
1037,F,19480.3,2020-06-13
1855,F,19855.37,2020-12-09
1167,F,22778.35,2023-04-20
1407,F,18809.28,2020-08-04
1192,F,22551.12,2022-12-20
1231,F,15248.81,2023-02-09
1985,M,13821.21,2021-06-24
1853,M,15537.49,2022-12-26
1615,F,13612.12,2021-05-30
1866,F,17270.59,2020-11-13
1812,M,13160.44,2021-05-09
1253,M,12558.99,2023-12-05
1161,F,22746.33,2020-12-28
1153,M,10339.72,2023-09-17
1877,F,15886.74,2023-10-24
1482,M,19342.11,2021-06-03
1069,F,21696.12,2022-01-28
1930,F,10029.7,2022-05-19
1389,M,11389.06,2021-06-06
1904,F,15174.11,2021-12-20
1335,M,15242.25,2023-11-06
1743,M,11580.7,2023-11-28
1928,M,13762.05,2020-12-23
1731,M,10009.84,2021-12-16
1446,M,22994.49,2020-10-20
1791,M,12279.86,2022-09-15
1169,F,16740.81,2022-02-11
1244,M,18988.9,2023-04-16
1880,M,21344.99,2021-07-27
1265,M,16017.59,2020-01-22
1409,F,19455.62,2022-11-02
1647,F,22433.28,2021-09-29
1194,F,13370.36,2023-11-18
1747,M,20012.18,2022-01-21
1023,F,13397.86,2023-02-23
1466,F,10676.38,2020-10-24
1934,F,16416.37,2023-01-04
1491,M,17108.32,2020-08-05
1938,F,21224.53,2022-01-09
1006,F,11564.34,2022-02-26
1556,M,10616.22,2022-03-03
1825,F,14746.03,2023-06-04
1288,F,12292.31,2021-06-23
1917,F,22448.48,2022-08-28
1121,F,13087.81,2022-03-06
1371,M,11624.0,2022-06-14
1927,M,22761.87,2020-07-24
1669,M,17267.7,2021-09-07
1024,F,17431.78,2021-04-02
1283,F,20037.63,2021-12-10
1495,M,22098.94,2022-07-26
1838,M,13526.43,2021-12-07
1617,F,22200.13,2023-03-28
1749,F,21076.5,2023-02-28
1071,F,15070.42,2021-05-27
1250,M,10663.8,2023-07-28
1650,F,13746.03,2021-01-29
1834,F,17547.28,2023-01-25
1560,F,11916.19,2023-08-08
1278,F,21819.6,2021-01-12
1436,M,14739.23,2023-10-25
1643,M,22337.12,2021-01-15
1718,F,11407.05,2023-01-30
1133,M,21594.19,2022-09-12
1188,M,11512.51,2022-05-19
1213,F,16234.03,2021-12-07
1509,M,14132.34,2020-11-22
1437,F,18150.33,2021-07-01
1400,F,15349.48,2021-03-30
1833,M,15379.23,2021-02-04
1262,M,19992.49,2023-06-05
1486,M,10507.27,2022-11-13
1715,M,11528.77,2022-05-10
1634,F,17277.26,2021-06-25
1775,M,11549.76,2023-11-11
1901,M,19404.93,2021-07-10
1140,M,17708.96,2022-09-09
1361,F,11787.44,2020-12-11
1831,M,15515.25,2022-10-20
1296,F,20130.1,2020-06-26
1213,F,14771.86,2023-06-18
1675,M,20856.17,2023-11-02
1695,M,21227.85,2021-05-01
1633,M,20643.92,2022-12-12
1544,F,17297.43,2023-10-26
1919,M,13522.6,2021-04-23
1137,M,12050.55,2022-08-04
1888,F,21479.81,2022-03-08
1264,F,22665.7,2022-08-15
1547,M,13576.59,2021-10-30
1866,M,18361.3,2020-02-26
1976,F,22195.25,2020-08-27
1765,F,19610.64,2021-11-05
1811,F,12093.62,2020-07-28
1620,F,18933.93,2022-02-21
1516,M,14878.06,2022-08-28
2000,F,21713.57,2020-05-28
1378,F,10254.18,2022-08-06
1173,M,12432.27,2020-06-17
1565,F,15251.52,2023-06-18
1888,F,17068.5,2020-01-14
1391,M,13302.24,2023-10-19
1016,M,14000.62,2023-02-19
1310,F,21022.73,2021-10-23
1680,M,21785.07,2023-05-01
1548,M,16693.81,2022-02-12
1105,F,19774.28,2023-01-03
1462,F,11529.9,2023-08-02
1074,M,21425.86,2020-11-21
1359,F,21095.77,2022-01-02
1631,F,16985.7,2023-11-02
1510,F,19316.46,2021-07-04
1081,F,18613.0,2021-07-13
1685,M,13703.82,2021-07-23
1747,F,18130.48,2022-03-20
1301,M,15494.43,2021-08-09
1974,M,20179.49,2022-02-22
1006,M,13593.62,2020-05-08
1968,M,13356.13,2023-06-15
1654,M,19972.69,2023-03-24
1796,F,15703.49,2023-01-28
1995,F,10604.52,2020-11-25
1417,F,18967.78,2021-11-15
1826,F,12804.08,2020-04-24
1341,F,15231.11,2020-11-01
1631,F,14482.48,2022-04-07
1223,F,22990.77,2020-01-30
1308,F,21835.38,2020-11-22
1817,F,11760.9,2021-08-09
1395,M,19390.85,2022-02-11
1338,F,20911.49,2021-06-20
1081,F,20792.58,2022-01-25
1314,M,12442.12,2023-05-21
1466,M,16944.63,2021-03-20
1153,F,18031.76,2021-11-23
1582,M,14806.29,2022-01-10
1896,F,20642.44,2020-01-24
1495,F,20719.97,2022-07-07
1014,M,19509.92,2021-10-28
1110,F,13682.74,2020-04-27
1857,F,19932.42,2020-07-28
1671,M,11441.86,2023-04-04
1806,F,16751.54,2020-07-09
1600,M,13418.12,2022-05-28
1287,F,14586.28,2022-04-16
1849,F,15676.43,2022-06-18
1777,F,11674.26,2022-07-18
1972,F,15516.37,2020-06-23
1798,F,19883.3,2023-01-06
1101,M,11134.26,2020-06-30
1373,M,17534.04,2021-07-01
1480,F,21902.85,2020-01-02
1518,M,14861.45,2023-11-28
1422,M,16724.44,2023-10-20
1437,F,19264.5,2022-02-12
1306,F,13623.65,2021-02-18
1205,M,15287.8,2022-04-04
1827,M,17408.96,2022-08-28
1033,F,13411.74,2020-05-30
1010,F,18592.3,2022-02-12
1484,M,16560.97,2021-08-16
1672,F,17436.61,2020-10-24
1200,M,12210.11,2021-04-18
1259,F,19966.25,2020-07-12
1995,M,10133.49,2023-11-15
1863,F,13673.19,2020-01-12
1191,F,15753.0,2022-01-10
1383,F,18953.9,2021-07-24
1368,F,20506.25,2022-09-28
1950,M,13200.37,2021-01-15
1795,F,14513.3,2023-07-15
1336,F,14198.73,2020-06-11
1580,M,12586.07,2021-04-04
1680,F,10403.63,2021-01-09
1274,F,12060.37,2023-11-07
1238,M,22776.85,2023-09-23
1606,M,13755.8,2020-10-28
1459,M,19296.68,2021-09-23
1137,M,19469.99,2023-10-05
1491,M,14335.92,2022-09-18
1903,M,14658.1,2021-04-09
1533,F,10708.68,2022-08-09
1346,M,17314.51,2023-01-12
1928,M,19234.53,2022-02-05
1212,F,11784.68,2020-09-25
1432,M,14197.74,2021-11-17
1491,M,17400.77,2020-10-21
1920,F,17464.34,2023-12-03
1038,M,13904.79,2021-09-21
1504,F,12730.12,2021-09-28
1743,F,13829.3,2023-04-04
1049,F,18660.08,2023-08-16
1716,M,15699.07,2023-05-12
1753,F,15576.09,2021-08-04
1869,F,22486.71,2020-03-26
1759,M,21008.23,2023-10-05
1197,F,19767.73,2020-03-18
1086,F,20513.19,2021-05-24
1279,F,20097.52,2022-07-20
1480,M,19840.97,2023-12-31
1173,F,11565.04,2023-04-28
1610,M,13277.52,2021-11-17
1846,M,22321.84,2021-01-05
1744,F,18107.3,2020-05-01
1716,F,12794.56,2022-03-25
1960,M,22194.05,2020-10-20
1985,M,12800.64,2023-05-20
1099,M,13743.2,2021-05-13
1476,F,14689.6,2020-05-19
1000,M,20309.76,2023-11-22
1653,M,13396.88,2022-10-30
1773,F,15860.12,2022-03-05
1186,M,12273.29,2021-01-15
1261,F,13782.39,2021-02-12
1520,M,10870.95,2020-01-20
1695,F,18154.42,2023-04-06
1879,F,20508.37,2021-05-13
1856,M,14134.8,2020-10-04
1784,M,11601.74,2023-07-08
1128,F,10395.18,2021-01-23
1019,M,16731.72,2020-03-13
1797,F,19182.43,2023-01-10
1809,M,16888.24,2023-05-15
1502,F,16383.28,2022-06-10
1922,M,16015.45,2023-05-13
1879,F,21314.29,2020-03-15
1918,F,12855.43,2020-12-31
1394,F,14786.87,2021-11-07
1194,M,12340.02,2023-06-20
1376,F,14720.5,2021-11-26
1432,M,21010.23,2023-07-05
1537,F,17408.54,2021-06-06
1761,M,16904.14,2022-12-20
1733,M,21348.4,2021-03-04
1616,M,19749.41,2023-07-04
1522,F,16670.49,2021-05-06
1067,F,21820.09,2021-05-23
1477,F,15499.56,2021-09-01
1967,F,11741.28,2023-07-17
1436,F,11212.16,2023-04-27
1486,M,22907.21,2021-02-12
1813,F,14493.53,2022-10-29
1960,M,21708.73,2021-04-17
1636,F,10725.59,2023-11-12
1108,M,12531.35,2023-04-15
1040,M,22908.43,2022-10-08
1151,M,13029.76,2020-09-23
1488,M,19505.66,2021-01-03
1801,M,16030.69,2023-06-21
1698,M,22104.47,2021-11-25
1412,M,13326.59,2020-12-17
1958,M,18873.54,2022-01-04
1602,M,14034.51,2020-03-16
1216,M,10601.74,2020-09-29
1512,M,17769.6,2023-04-18
1278,F,16367.78,2021-07-10
1510,M,15490.59,2022-11-14
1031,F,20051.08,2021-10-17
1937,F,16701.64,2023-03-04
1353,F,19423.33,2020-06-19
1571,M,16539.51,2020-11-23
1203,F,15551.15,2021-06-20
1223,M,11553.98,2022-06-17
1676,F,20046.09,2023-08-29
1881,F,17470.15,2020-11-09
1633,M,12069.81,2023-07-01
1668,F,15233.11,2020-11-17
1271,M,15538.39,2023-09-19
1509,F,18271.13,2023-11-06
1124,M,21314.55,2021-09-26
1474,F,22128.24,2021-09-08
1447,M,22424.82,2022-10-09
1725,F,17839.53,2020-09-16
1077,M,15210.36,2021-06-08
1722,M,12617.53,2021-08-23
1141,M,22912.28,2020-02-23
1702,F,20511.64,2022-11-28
1544,F,19832.55,2020-09-01
1209,F,17009.94,2021-12-01
1663,M,18573.83,2021-02-12
1727,M,19294.44,2020-11-02
1554,M,21073.15,2022-10-28
1900,F,14902.81,2021-10-31
1021,M,16911.28,2022-08-04
1163,F,20098.05,2020-06-07
1990,M,16885.73,2020-07-16
1454,F,17071.27,2022-08-19
1850,M,15560.41,2020-04-25
1461,M,19564.19,2023-04-22
1625,M,10377.95,2020-01-17
1399,F,18096.47,2020-02-14
1736,F,17821.37,2020-05-02
1515,M,22061.08,2023-06-17
