id,gender,salary,doj
1798,F,14534.66,2020-08-18
1050,M,15869.9,2023-07-24
1211,M,18261.67,2021-01-30
1853,M,14022.58,2021-07-03
1902,M,14981.91,2021-01-07
1608,F,16502.08,2023-04-19
1658,M,10202.92,2022-03-31
1444,M,19422.02,2021-05-04
1939,F,14812.72,2021-08-07
1446,M,16757.58,2023-07-14
1778,M,15216.2,2020-08-24
1474,M,12714.36,2022-09-13
1319,F,15739.1,2022-06-03
1280,F,13342.81,2022-09-14
1817,F,19890.45,2023-04-17
1804,M,19180.93,2022-09-24
1690,M,10880.55,2023-11-26
1414,F,16228.13,2022-07-05
1270,F,20128.61,2023-09-15
1085,M,18110.12,2023-02-02
1217,M,20471.72,2020-03-25
1383,M,12629.41,2020-07-09
1157,F,10954.5,2022-10-02
1831,F,14028.83,2020-04-04
1080,F,11208.48,2020-07-22
1234,F,13034.41,2023-07-13
1161,M,14693.64,2021-05-04
1363,M,14579.19,2021-05-05
1256,M,21826.93,2023-05-19
1368,M,16786.35,2020-01-04
1030,M,10869.99,2020-02-05
1684,M,13480.99,2021-05-17
1571,M,21977.86,2023-08-25
1258,F,20405.01,2021-01-02
1343,M,17154.03,2020-05-31
1372,F,21393.02,2023-08-21
1452,M,17932.13,2020-03-15
1037,M,14612.61,2022-08-09
1089,F,21094.27,2023-06-16
1426,M,17881.61,2020-07-18
1864,M,16028.24,2021-06-25
1878,M,20757.34,2022-11-22
1788,M,14226.93,2021-05-15
1981,F,10364.55,2023-12-22
1775,M,19289.7,2023-08-13
1431,F,22855.47,2023-05-02
1922,M,20293.88,2021-05-04
1406,M,14361.91,2021-10-16
1029,F,15614.73,2022-04-30
1606,M,11994.45,2022-06-23
1364,F,15744.16,2023-04-20
1953,F,13540.62,2022-09-29
1702,M,11848.09,2021-10-24
1839,M,16222.46,2021-01-04
1211,M,21147.34,2022-01-22
1998,M,14314.9,2022-06-09
1288,M,20570.92,2020-11-18
1909,F,19066.39,2021-09-19
1830,M,17836.34,2021-11-04
1641,M,14888.69,2021-01-06
1442,M,12481.42,2023-01-05
1732,M,12469.33,2021-12-23
1377,F,14885.58,2020-10-02
1828,F,11570.98,2022-12-26
1134,F,22641.99,2020-08-16
1742,F,18738.98,2020-09-22
1776,F,19415.03,2023-04-01
1202,M,11512.68,2023-03-24
1544,F,22510.83,2023-03-27
1786,F,20012.73,2021-11-04
1500,F,15109.42,2023-03-11
1721,M,20019.17,2022-03-29
1434,M,22372.78,2022-04-11
1175,M,22942.01,2021-04-14
1453,F,13134.92,2020-08-03
1447,M,17792.06,2021-02-09
1141,M,13510.02,2020-07-05
1621,F,12007.34,2020-01-15
1525,M,20115.76,2020-09-03
1653,M,21860.82,2022-06-02
1862,M,20250.18,2022-02-09
1517,F,22563.05,2020-03-16
1974,F,21958.65,2021-12-07
1384,F,11464.38,2020-01-20
1525,M,21029.67,2023-04-16
1191,M,21882.33,2022-04-25
1372,M,16791.74,2023-06-17
1501,M,15661.61,2021-06-30
1831,M,21389.13,2023-03-19
1456,F,15299.79,2021-05-25
1204,M,12862.29,2020-12-18
1235,M,22469.09,2023-06-09
1138,F,18511.23,2020-11-22
1924,F,10082.4,2021-12-17
1692,F,22550.37,2023-08-09
1639,F,16246.81,2023-05-16
1286,M,17114.44,2023-09-27
1083,F,22979.14,2023-12-19
1726,M,21112.99,2020-09-20
1935,F,14377.31,2020-02-04
1981,F,16491.01,2023-10-07
1733,F,19965.6,2021-03-08
1610,M,20018.28,2020-01-26
1842,F,17070.45,2023-09-14
1143,M,16455.66,2021-03-14
1232,F,18290.73,2021-07-28
1822,F,21032.28,2023-07-27
1813,M,18597.77,2022-09-07
1352,F,19912.19,2023-02-14
1804,M,21175.1,2020-02-13
1647,M,22105.62,2020-08-29
1575,M,11776.67,2023-06-01
1131,F,22089.06,2021-12-01
1738,M,20236.26,2023-10-16
1679,F,12878.56,2021-12-21
1319,F,16555.1,2022-01-04
1482,F,17010.09,2021-08-31
1053,M,10952.65,2023-11-10
1984,F,16958.42,2023-07-10
1414,M,15667.64,2020-03-04
1704,M,10921.71,2020-12-05
1788,M,15203.96,2021-11-23
1191,F,12927.23,2021-09-28
1041,F,19222.79,2023-12-10
1387,M,12633.11,2021-08-18
1861,F,15816.19,2023-11-26
1105,F,11681.89,2023-06-23
1521,F,19221.85,2022-03-04
1052,F,11657.99,2021-11-27
1826,F,18572.64,2021-05-21
1163,F,11007.54,2020-11-14
1617,M,17463.99,2021-08-19
1498,F,12338.13,2022-12-25
1183,M,13580.09,2023-08-12
1941,F,14129.26,2020-08-21
1738,F,13725.64,2020-09-21
1601,F,12752.63,2022-10-13
1562,F,14850.83,2022-08-24
1343,F,18283.55,2023-03-30
1033,M,14289.81,2020-04-18
1815,M,13323.31,2023-04-18
1900,M,21856.84,2022-09-18
1594,M,20854.3,2023-06-24
1220,F,21039.62,2021-01-12
1503,M,22607.59,2021-08-28
1399,F,18960.04,2023-12-20
1944,M,21942.9,2022-03-22
1053,F,13991.31,2023-02-08
1298,M,17315.37,2020-03-29
1431,M,19146.01,2023-06-07
1149,M,21587.62,2023-01-22
1441,M,10631.25,2023-05-02
1624,M,13274.6,2022-03-08
1702,M,13228.66,2020-11-30
1840,M,15785.48,2021-07-18
1214,M,12531.27,2020-10-06
1191,M,15834.51,2023-01-24
1003,F,18236.26,2020-04-29
1108,F,11668.82,2020-03-25
1688,F,10867.12,2022-11-23
1171,M,22585.23,2021-10-21
1791,F,17347.26,2020-04-17
1268,F,20228.75,2021-02-15
1641,F,13071.21,2021-07-06
1756,M,19215.78,2020-11-09
1689,M,10358.43,2020-05-27
1729,M,17129.89,2021-11-05
1685,M,10051.86,2022-12-03
1572,F,22237.93,2021-04-05
1277,M,16143.98,2021-01-12
1540,M,12762.54,2021-11-06
1178,M,18319.12,2022-10-25
1728,F,22424.66,2022-09-27
1250,F,20267.89,2020-07-15
1268,M,17610.51,2021-11-12
1747,M,18935.27,2023-08-09
1004,F,18789.7,2020-06-17
1072,F,19053.89,2021-06-30
1750,F,12905.08,2020-09-19
1840,F,21747.08,2023-01-03
1664,M,13413.75,2022-11-14
1832,M,18396.71,2022-03-18
1985,M,19745.61,2022-12-24
1833,F,16894.13,2021-10-08
1178,F,10221.99,2023-03-07
1883,F,16843.87,2022-06-30
1688,F,22428.03,2023-07-29
1310,F,18345.87,2021-04-09
1022,M,17742.84,2023-02-13
1369,M,14716.51,2020-03-29
1277,M,20478.69,2023-06-03
1028,F,21256.19,2020-02-11
1561,F,18436.92,2021-08-17
1796,F,10178.75,2021-02-13
1691,M,12560.4,2020-05-05
1889,M,12275.5,2022-08-08
1096,M,19826.82,2020-07-16
1172,F,20663.74,2020-04-06
1990,M,14586.69,2022-11-21
1727,F,13619.27,2022-07-17
1081,F,20970.08,2020-04-13
1810,M,16249.95,2022-10-26
1575,F,22920.08,2021-12-22
1592,M,12318.71,2020-06-08
1409,F,18790.03,2022-01-29
1633,M,16007.05,2022-11-30
1535,M,16727.68,2020-08-11
1185,M,11394.98,2021-05-15
1443,F,17542.68,2022-10-08
1953,F,18876.17,2023-03-12
1999,F,10434.56,2020-12-15
1282,F,21936.27,2021-06-12
1578,F,22246.85,2022-11-14
1354,F,20826.69,2022-08-06
1582,F,20420.04,2023-07-06
1064,F,11983.82,2023-03-14
1064,M,13911.83,2023-12-29
1798,M,19717.92,2022-11-13
1038,F,22609.67,2022-09-27
1478,M,17705.9,2020-02-15
1305,F,16966.86,2023-10-15
1486,F,14557.63,2022-06-12
1772,M,20535.03,2020-09-02
1783,F,11536.73,2021-03-03
1881,F,17792.39,2020-04-25
1439,M,21874.92,2021-01-20
1527,F,19353.8,2021-09-25
1765,M,14334.08,2021-09-04
1567,F,17671.97,2022-10-27
1722,M,10325.37,2021-10-21
1025,M,11932.27,2023-11-19
1767,M,13100.54,2020-12-27
1712,M,10447.79,2022-12-20
1024,F,11810.93,2020-03-29
1165,M,18889.3,2022-03-24
1743,M,16794.25,2020-05-19
1833,F,14730.63,2021-08-27
1701,M,18660.48,2021-04-27
1234,M,21494.41,2023-06-01
1549,F,14901.3,2023-01-08
1816,F,20793.61,2022-09-27
1579,M,16536.6,2023-03-21
1112,M,16107.74,2021-05-11
1141,M,20953.61,2023-09-28
1505,F,22016.02,2020-02-18
1152,F,13146.21,2020-01-18
1628,M,21147.24,2021-05-24
1860,M,14321.51,2021-12-12
1073,F,11677.71,2021-01-15
1951,M,19897.67,2023-07-14
1124,F,18216.79,2021-06-29
1205,M,14539.23,2022-01-23
1908,F,21920.59,2022-05-28
1527,M,13790.39,2023-07-02
1824,M,16001.44,2020-10-08
1346,F,17446.92,2022-05-23
1737,F,16244.42,2023-08-15
1061,M,18015.43,2022-06-07
1224,F,19338.8,2021-07-07
1678,F,22463.6,2020-04-18
1739,F,17226.49,2022-08-04
1531,F,22713.47,2020-06-18
1498,M,19682.62,2021-08-28
1082,F,16768.42,2020-01-03
1948,F,12711.83,2020-06-08
1485,M,14623.49,2020-08-20
1321,M,10881.27,2023-02-06
1981,M,20637.94,2023-08-08
1324,F,14576.71,2023-03-28
1721,M,10812.03,2023-11-15
1022,F,15972.7,2021-10-18
1809,F,11532.61,2021-05-29
1891,F,17958.52,2021-07-27
1692,M,16496.88,2020-07-06
1037,M,12790.58,2023-10-19
1961,M,16266.85,2020-08-06
1636,F,22961.78,2020-06-22
1455,F,13020.74,2022-01-08
1344,M,20337.67,2022-12-07
1811,M,11388.19,2020-11-29
1555,F,17760.08,2023-09-15
1250,F,13208.16,2020-02-24
1739,F,11068.18,2020-11-27
1757,F,14311.01,2022-07-24
1571,F,13179.71,2023-10-12
1823,M,15204.4,2020-01-31
1230,M,20383.43,2022-06-29
1854,M,22824.81,2020-10-18
1184,M,14044.31,2022-09-08
1887,M,10806.28,2020-12-30
1614,F,17353.1,2023-08-02
1505,M,21643.75,2020-07-26
1687,F,22614.28,2021-08-13
1682,F,16056.33,2021-07-05
1980,M,15470.64,2021-11-02
1893,F,20604.74,2020-07-29
1899,M,19580.08,2021-02-15
1252,F,15749.13,2022-01-12
1552,F,21933.65,2022-12-07
1515,F,15991.39,2023-11-08
1704,F,13952.9,2020-11-23
1168,M,21568.23,2020-12-25
1523,M,12210.82,2023-03-15
1304,M,10504.17,2023-01-10
1003,F,14681.81,2020-04-07
1168,M,15104.94,2020-12-15
1162,F,20160.69,2023-09-10
1352,M,17058.69,2020-08-16
1996,M,14357.47,2023-12-09
1961,M,21654.93,2022-05-28
1992,M,21698.8,2021-10-20
1148,F,20789.0,2023-08-19
1383,F,16666.05,2022-01-26
1778,F,17206.06,2023-12-17
1446,F,19129.17,2021-06-27
1821,F,21147.45,2021-04-30
1497,M,22385.74,2022-02-07
1907,F,14945.63,2023-07-09
1702,F,12869.71,2021-12-19
1555,F,14113.58,2021-08-31
1966,F,11521.13,2022-04-10
1342,M,20555.52,2022-06-02
1212,F,13280.82,2023-07-18
1366,M,16731.35,2023-04-13
1004,M,19974.3,2023-08-24
1220,M,21881.22,2020-09-18
1313,M,12445.23,2023-06-23
1268,F,17115.76,2021-01-27
1202,M,12139.42,2020-03-02
1320,M,13480.47,2020-11-20
1190,M,15355.04,2023-04-06
1126,M,21393.09,2023-02-21
1536,F,11980.3,2021-03-24
1868,F,17043.78,2020-12-09
1852,M,13151.65,2022-05-13
1018,M,19978.37,2022-02-07
1083,F,13484.63,2021-04-18
1317,F,17114.38,2022-10-18
1795,F,14354.45,2022-08-21
1111,F,21865.99,2023-09-30
1028,F,17274.53,2023-12-08
1950,M,21049.12,2023-03-21
1926,M,13634.63,2021-02-18
1344,M,10353.13,2023-06-29
1116,M,12803.98,2021-11-01
1468,F,12370.42,2022-03-24
1435,M,15639.71,2023-07-14
1793,M,14317.02,2021-11-25
1073,F,22738.79,2022-10-02
1759,F,20328.87,2023-07-01
1098,M,20743.17,2020-08-22
1378,M,22446.83,2022-05-05
1714,M,14577.06,2020-05-04
1048,F,21707.26,2020-10-29
1332,F,14990.79,2020-02-05
1060,M,16946.16,2022-09-17
1317,M,19051.4,2022-09-10
1557,M,17620.42,2021-05-01
1421,F,16983.89,2022-06-25
1896,M,21265.58,2021-02-28
1663,M,18743.06,2020-08-05
1220,M,18400.69,2021-12-26
1970,F,12064.52,2022-11-16
1337,F,10775.92,2021-03-22
1198,F,19615.34,2022-02-25
1294,M,11505.79,2023-01-08
1198,M,15034.9,2022-05-30
1706,M,21429.62,2023-06-05
1665,M,16997.79,2023-10-15
1789,F,21937.49,2021-12-07
1132,F,11677.35,2021-10-10
1711,M,15032.4,2020-03-01
1042,M,13034.73,2020-07-15
1539,F,21151.14,2022-09-18
1808,F,20821.43,2020-08-03
1361,M,21544.35,2020-05-01
1684,M,13366.04,2021-09-23
1356,F,19561.18,2020-06-06
1238,M,10455.8,2021-09-14
1528,F,19842.91,2023-12-04
1558,M,18897.54,2020-03-12
1619,M,15210.35,2022-08-25
1759,M,22792.57,2020-04-30
1156,F,22912.07,2020-12-04
1058,F,19025.25,2022-03-04
1656,F,15139.48,2021-06-20
1506,F,11183.12,2020-12-07
1611,F,11632.65,2020-04-19
1906,M,16599.13,2023-12-09
1925,M,19704.75,2023-05-09
1767,F,15759.48,2022-08-11
1473,F,14003.27,2021-06-11
1253,M,22820.68,2020-11-08
1265,F,13958.01,2020-02-18
1251,M,22737.38,2020-12-13
1922,M,12466.38,2021-05-27
1513,F,13422.44,2021-02-04
1648,M,22056.57,2020-03-30
1192,F,21033.1,2020-09-20
1078,M,21436.73,2022-08-13
1096,F,18253.92,2022-03-04
1332,F,13128.53,2021-07-05
1140,F,21592.72,2020-01-08
1607,F,19063.37,2020-08-24
1660,M,15649.55,2022-05-17
1714,F,18941.2,2023-10-29
1835,F,15560.97,2020-09-17
1252,M,17273.49,2021-12-21
1514,M,22430.62,2022-03-13
1692,M,19456.55,2023-12-23
1733,M,14407.03,2021-06-13
1804,M,19588.99,2023-04-09
1448,M,18361.63,2023-07-09
1232,M,14895.25,2020-12-05
1332,F,16223.58,2020-05-28
1329,F,13434.94,2022-12-15
1403,F,22313.28,2022-01-27
1608,F,16635.5,2020-12-20
1360,M,22433.14,2021-10-19
1629,F,16147.33,2020-12-18
1032,F,12012.22,2020-12-10
1802,F,16181.22,2022-12-31
1405,M,21249.23,2020-09-30
1878,F,14219.64,2023-11-26
1637,F,15520.43,2021-09-19
1965,F,15676.63,2022-07-21
1178,F,11807.68,2021-03-01
1737,M,16269.32,2021-02-07
1425,M,16311.53,2023-09-09
1889,M,13770.9,2020-11-21
1723,M,16474.13,2021-10-29
1325,F,10663.75,2023-01-18
1248,M,10275.39,2023-04-28
1531,M,13787.12,2020-09-01
1584,F,13439.01,2022-10-04
1184,F,13524.72,2022-08-25
1260,F,20519.01,2020-07-07
1222,F,18163.32,2023-08-28
1062,M,13548.19,2021-10-23
1981,F,12749.75,2022-09-03
1232,M,19852.67,2023-02-07
1537,F,15341.62,2022-02-13
1539,F,10922.55,2021-05-25
1038,F,19709.47,2022-04-16
1968,F,15398.51,2020-01-09
1489,F,19824.25,2022-09-04
1105,F,20554.46,2020-06-01
1537,M,18225.35,2021-04-03
1554,F,16618.14,2023-04-03
1335,M,22693.71,2023-08-25
1287,M,10386.24,2021-02-21
1628,F,21553.59,2020-05-02
1700,M,12330.48,2022-08-01
1065,F,21022.18,2020-03-25
1712,F,21007.59,2022-02-22
1960,M,16937.68,2023-04-12
1141,M,19489.8,2023-03-30
1515,M,18261.54,2023-08-04
1246,F,14818.28,2023-09-17
1087,F,22809.04,2020-09-19
1022,F,15654.66,2023-04-04
1209,F,17106.15,2023-05-11
1819,M,21792.57,2022-09-20
1487,M,14530.25,2021-01-18
1519,F,21114.43,2023-03-25
1207,F,12214.18,2023-03-21
1287,F,14941.71,2020-11-07
1866,M,12345.67,2022-12-25
1084,M,14020.61,2022-11-13
1900,F,10305.4,2023-09-27
1743,F,10495.1,2021-04-10
1382,F,18938.63,2021-06-20
1491,M,12723.32,2023-06-05
1717,M,15323.81,2021-06-09
1653,M,16343.34,2023-02-20
1638,F,18706.37,2022-05-27
1014,F,21148.97,2022-10-21
1049,M,11806.26,2022-08-13
1991,M,20307.0,2023-03-01
1603,F,19827.83,2020-01-22
1247,F,22910.21,2023-07-06
1770,F,13438.04,2020-09-10
1186,M,19993.83,2023-02-11
1165,F,15347.26,2021-01-01
1056,M,18817.08,2022-03-12
1954,M,18012.26,2022-09-28
1257,M,17818.98,2020-12-14
1813,F,18051.87,2021-10-18
1438,M,15745.46,2020-01-31
1417,M,13233.42,2020-09-27
1693,F,14804.24,2022-09-22
1530,F,18139.93,2022-03-07
1849,M,22359.23,2023-11-23
1730,M,13350.29,2022-03-10
1216,F,13923.91,2020-10-14
1698,F,15005.51,2020-01-23
1953,F,19628.4,2020-03-11
1699,M,22938.11,2023-12-08
1919,M,10994.67,2023-03-25
1431,M,17034.53,2023-12-30
1052,M,18782.32,2023-02-28
1528,M,22007.54,2022-08-03
1272,M,20732.28,2020-07-19
1090,M,15935.67,2023-05-14
1401,F,12919.47,2021-02-25
1939,M,20350.61,2020-06-28
1669,F,18286.53,2022-07-26
1715,M,20729.58,2020-07-11
1404,M,11706.28,2022-12-31
1358,M,12413.16,2020-07-02
1112,M,18354.31,2020-10-17
1934,F,12135.89,2021-09-26
1421,F,19860.86,2023-04-21
1275,F,10245.22,2022-02-25
1423,F,15430.51,2020-06-25
1955,F,13574.16,2023-03-15
1636,F,14723.63,2020-06-05
1363,F,19409.26,2021-09-21
1093,M,12779.16,2022-08-22
1641,F,18779.72,2020-07-02
1696,F,17944.17,2020-04-01
1404,F,10567.65,2022-11-26
1214,F,18951.82,2023-08-28
1308,F,10678.25,2021-01-12
1012,F,14761.56,2023-07-01
1003,F,10385.31,2022-04-17
1224,F,13152.23,2020-12-27
1670,F,18607.04,2020-06-03
1015,F,12839.45,2022-02-27
1030,F,18328.24,2023-06-20
1252,F,17326.6,2023-01-26
1013,M,10994.96,2021-11-02
1036,F,12594.64,2023-12-06
1602,M,15819.45,2023-08-27
1065,M,16223.31,2020-12-13
1372,F,14266.1,2020-07-03
1980,F,10212.59,2021-01-03
1079,F,16598.38,2020-08-19
1065,F,22042.65,2020-05-13
1515,F,20308.13,2023-01-27
1420,M,16040.44,2023-10-16
1670,M,10958.65,2020-12-31
1615,F,17363.7,2020-12-02
1359,F,16214.81,2022-07-26
1037,F,14556.5,2021-05-04
1970,F,13450.21,2022-05-18
1755,F,11487.51,2021-06-14
1881,F,15954.61,2020-04-23
1957,M,18375.47,2020-11-08
1255,M,21590.1,2022-04-08
1691,F,21909.4,2022-09-24
1526,M,19677.6,2020-10-21
1263,M,19507.98,2020-03-16
1934,F,21660.55,2023-06-23
1957,F,13275.84,2020-03-25
1104,M,10648.56,2022-12-25
1017,F,10192.46,2023-03-29
1030,F,22092.14,2022-05-21
1960,M,11785.4,2020-01-09
1897,F,13532.58,2022-02-10
1992,F,22805.61,2021-08-23
1042,M,19632.64,2021-12-04
1957,F,21449.25,2022-02-18
1093,F,20801.96,2022-09-07
1504,M,22845.33,2022-01-04
1143,M,17801.6,2021-10-26
1073,M,17441.14,2020-11-27
1999,F,10540.91,2020-02-04
1297,F,15969.52,2023-10-29
1978,M,21746.89,2020-05-24
1593,M,15571.04,2021-11-18
1224,M,19343.95,2020-01-01
1730,M,10091.62,2023-04-13
1085,F,19949.77,2020-04-22
1147,F,16556.9,2022-10-29
1259,M,14417.9,2023-08-06
1995,F,20937.34,2022-11-04
1839,F,20648.54,2023-01-29
1024,M,17303.96,2022-02-24
1930,M,15128.21,2020-06-08
1595,M,18854.5,2020-12-14
1324,M,10049.87,2021-07-23
1130,M,11264.82,2023-07-08
1905,F,19529.63,2022-10-14
1283,M,17594.84,2021-06-16
1454,F,15832.94,2022-08-28
1251,F,21351.9,2021-05-07
1415,M,20091.01,2021-09-12
1464,F,13001.1,2020-05-14
1382,M,22659.7,2021-06-30
1071,M,16481.28,2022-12-18
1678,F,21000.67,2021-01-30
1891,F,15965.38,2021-07-19
1615,F,10936.01,2022-02-07
1095,F,21996.77,2022-02-24
1723,F,13210.86,2023-03-18
1107,F,22910.82,2020-12-22
1800,M,21163.46,2022-06-07
1143,F,14787.88,2022-08-14
1946,F,22622.96,2022-02-26
1264,M,19657.51,2020-10-24
1752,M,14382.16,2020-08-02
1644,M,16089.7,2021-06-06
1277,F,19541.35,2020-04-27
1084,F,21087.84,2023-03-31
1466,F,10885.61,2023-12-10
1268,F,10833.87,2023-03-16
1014,M,20598.08,2020-05-04
1480,M,22705.49,2023-03-23
1590,M,20091.24,2021-12-11
1084,M,20349.46,2020-11-03
1747,F,13751.08,2022-05-17
1552,F,12465.47,2021-08-27
1834,M,19091.71,2023-07-22
1722,F,17341.47,2023-10-02
1737,F,21784.65,2020-03-21
1780,F,11773.23,2020-06-08
1868,F,17260.8,2021-02-09
1441,M,10037.79,2020-01-23
1096,M,14615.06,2020-06-07
1006,M,18502.89,2020-10-15
1327,F,11074.56,2023-11-09
1169,F,22472.66,2021-03-27
1820,F,10395.81,2021-08-31
1995,M,13659.71,2021-01-01
1500,M,19456.77,2023-01-03
1462,F,13900.08,2023-09-11
1837,F,20506.33,2022-05-18
1660,F,21535.53,2020-01-05
1046,M,16064.6,2021-03-28
1976,M,17496.88,2022-03-19
1545,M,18588.85,2023-07-19
1128,M,22428.69,2023-08-06
1319,F,20174.77,2021-12-19
1820,F,16054.74,2021-11-08
1840,M,13451.85,2022-02-11
1472,M,11597.66,2020-08-31
1346,F,18071.62,2023-04-17
1787,F,22917.84,2023-04-13
1379,M,18708.93,2022-01-20
1848,F,19712.41,2021-04-10
1060,F,15025.92,2022-02-13
1693,M,21508.61,2021-08-29
1883,M,20834.42,2021-02-03
1132,F,14885.6,2023-06-08
1876,F,16649.95,2023-05-18
1725,F,13086.21,2021-06-24
1947,F,13801.28,2020-02-27
1148,F,16827.21,2020-11-17
1531,M,17085.53,2020-04-05
1767,F,15951.73,2020-03-01
1543,F,21728.11,2022-08-24
1053,F,16067.49,2020-05-08
1706,F,20461.41,2021-10-13
1163,M,19417.48,2021-10-08
1573,F,17707.18,2020-12-16
1023,M,11890.1,2021-03-13
1463,F,12117.55,2020-02-21
1034,F,17034.05,2023-03-24
1696,M,15634.86,2020-09-27
1401,F,14330.27,2021-06-15
1271,F,10118.86,2020-02-10
1337,F,17586.7,2021-04-01
1670,F,16408.4,2022-10-13
1561,M,11956.53,2020-06-04
1146,M,19619.34,2022-08-10
1213,M,10896.87,2020-04-15
1887,F,17634.86,2021-12-12
1285,M,11409.4,2022-11-25
1326,M,17517.68,2022-05-07
1897,F,21252.14,2023-03-04
1594,F,17119.15,2023-07-20
1444,M,16622.83,2020-09-20
1161,M,12304.38,2023-12-15
1278,F,18454.36,2023-02-21
1070,M,18117.44,2020-03-19
1776,M,21079.05,2023-07-03
1940,M,16481.84,2023-06-23
1014,F,22947.63,2023-07-22
1556,F,11390.47,2022-08-04
1412,F,18334.71,2021-10-13
1545,M,18496.78,2022-10-25
1204,M,11296.52,2020-06-23
1929,F,19054.65,2020-11-27
1579,M,13531.6,2020-09-30
1983,F,16589.74,2023-01-06
1923,F,21712.1,2020-12-30
1441,M,16899.71,2021-09-13
1709,M,19149.9,2023-05-02
1979,M,21035.36,2022-10-21
1652,F,20588.49,2020-07-19
1397,F,22030.8,2021-10-01
1177,F,14580.95,2022-10-23
1600,F,11356.79,2022-11-02
1053,M,19373.31,2022-01-20
1313,M,19808.31,2020-06-29
1077,M,11297.2,2022-03-03
1966,F,14583.02,2020-05-25
1814,F,21700.97,2023-06-25
1619,F,11522.86,2023-07-28
1625,M,16680.98,2023-03-23
1471,M,19095.8,2023-09-24
1831,F,14237.3,2022-10-17
1650,M,19165.64,2020-10-12
1628,F,11100.3,2020-10-01
1463,M,17634.92,2020-06-02
1881,F,12025.53,2021-06-10
1054,M,14035.16,2021-01-24
1136,F,11938.61,2021-05-21
1027,F,14350.11,2020-06-22
1984,M,21175.23,2022-02-19
1893,F,15999.94,2021-11-18
1730,F,22556.73,2023-05-17
1013,F,15633.12,2021-05-02
1168,F,18940.55,2021-01-30
1570,F,15625.46,2022-06-21
1172,F,10075.62,2022-04-30
1791,F,19151.82,2023-11-07
1131,M,22250.36,2023-01-05
1845,F,19827.09,2020-06-13
1579,M,20485.04,2021-06-24
1496,M,13634.05,2022-09-08
1372,M,11134.4,2021-01-08
1082,F,13993.2,2023-04-18
1722,M,17244.49,2021-12-06
1231,F,13175.53,2022-01-31
1441,F,17029.99,2021-01-02
1323,F,19465.38,2022-08-22
1106,M,20820.68,2020-06-14
1221,F,15550.5,2023-10-08
1584,M,19855.03,2022-02-12
1373,M,18278.27,2022-01-25
1587,M,10537.0,2023-12-11
1315,F,12684.85,2020-06-19
1119,F,16450.48,2023-12-12
1429,M,18104.95,2021-03-24
1283,F,19806.96,2020-09-23
1325,M,13982.94,2022-12-14
1994,M,20538.26,2023-06-29
1313,M,14216.08,2020-07-30
1185,M,21838.77,2022-09-12
1268,M,21340.73,2022-06-30
1429,M,11155.13,2022-02-09
1194,M,11856.8,2023-03-11
1084,M,15521.96,2023-02-19
1502,F,12726.28,2022-01-12
